	timepoint	replicate_id	treatment	cc_state	lin_state	lon_state
cell01866	5	1	N_N_N_N_N	3	15	2
cell01867	4	1	N_N_N_N	0	5	1
cell01868	4	1	N_N_N_N	1	7	1
cell01869	4	1	N_N_N_N	3	9	2
cell01870	5	1	N_N_N_N_N	3	18	2
cell01871	2	1	N_N	2	1	2
cell01872	4	1	N_N_N_N	3	7	0
cell01873	4	1	N_N_N_N	3	12	0
cell01874	3	1	N_N_N	3	6	1
cell01875	1	1	N	3	0	2
cell01876	4	1	N_N_N_N	2	5	1
cell01877	3	1	N_N_N	0	2	2
cell01878	5	1	N_N_N_N_N	2	11	1
cell01879	5	1	N_N_N_N_N	0	16	0
cell01880	2	1	N_N	0	1	2
cell01881	3	1	N_N_N	0	3	3
cell01882	3	1	N_N_N	3	2	1
cell01883	5	1	N_N_N_N_N	0	13	0
cell01884	5	1	N_N_N_N_N	3	17	2
cell01885	3	1	N_N_N	2	4	1
cell01886	3	1	N_N_N	1	3	2
cell01887	3	1	N_N_N	3	6	3
cell01888	5	1	N_N_N_N_N	3	13	1
cell01889	1	1	N	3	1	3
cell01890	2	1	N_N	1	1	2
cell01891	5	1	N_N_N_N_N	0	11	2
cell01892	3	1	N_N_N	3	2	2
cell01893	5	1	N_N_N_N_N	0	9	1
cell01894	5	1	N_N_N_N_N	0	8	1
cell01895	1	1	N	2	1	3
cell01896	3	1	N_N_N	0	2	2
cell01897	5	1	N_N_N_N_N	0	16	1
cell01898	2	1	N_N	2	3	2
cell01899	4	1	N_N_N_N	3	5	3
cell01900	2	1	N_N	2	3	1
cell01901	5	1	N_N_N_N_N	2	16	1
cell01902	5	1	N_N_N_N_N	1	10	2
cell01903	1	1	N	3	1	2
cell01904	3	1	N_N_N	2	7	0
cell01905	5	1	N_N_N_N_N	3	10	3
cell01906	5	1	N_N_N_N_N	2	11	2
cell01907	4	1	N_N_N_N	2	7	1
cell01908	3	1	N_N_N	0	2	2
cell01909	3	1	N_N_N	3	3	1
cell01910	3	1	N_N_N	3	2	1
cell01911	3	1	N_N_N	1	5	3
cell01912	5	1	N_N_N_N_N	1	13	1
cell01913	3	1	N_N_N	1	5	3
cell01914	5	1	N_N_N_N_N	3	12	3
cell01915	3	1	N_N_N	3	4	2
cell01916	4	1	N_N_N_N	3	11	1
cell01917	5	1	N_N_N_N_N	2	13	3
cell01918	3	1	N_N_N	2	4	2
cell01919	2	1	N_N	2	2	0
cell01920	5	1	N_N_N_N_N	3	9	2
cell01921	4	1	N_N_N_N	0	5	2
cell01922	3	1	N_N_N	0	3	3
cell01923	5	1	N_N_N_N_N	0	12	1
cell01924	2	1	N_N	1	2	1
cell01925	5	1	N_N_N_N_N	1	8	2
cell01926	4	1	N_N_N_N	0	12	0
cell01927	3	1	N_N_N	2	6	2
cell01928	2	1	N_N	3	1	2
cell01929	5	1	N_N_N_N_N	2	11	2
cell01930	4	1	N_N_N_N	3	5	1
cell01931	4	1	N_N_N_N	2	12	0
cell01932	5	1	N_N_N_N_N	3	11	1
cell01933	3	1	N_N_N	0	3	1
cell01934	2	1	N_N	3	2	2
cell01935	5	1	N_N_N_N_N	0	18	2
cell01936	3	1	N_N_N	1	2	2
cell01937	4	1	N_N_N_N	2	12	3
cell01938	4	1	N_N_N_N	1	11	2
cell01939	4	1	N_N_N_N	3	5	2
cell01940	5	1	N_N_N_N_N	0	14	1
cell01941	4	1	N_N_N_N	2	10	0
cell01942	4	1	N_N_N_N	0	8	1
cell01943	4	1	N_N_N_N	2	4	2
cell01944	5	1	N_N_N_N_N	0	13	2
cell01945	4	1	N_N_N_N	0	9	1
cell01946	3	1	N_N_N	1	2	0
cell01947	2	1	N_N	1	3	0
cell01948	5	1	N_N_N_N_N	0	11	1
cell01949	5	1	N_N_N_N_N	1	11	1
cell01950	5	1	N_N_N_N_N	0	10	0
cell01951	5	1	N_N_N_N_N	1	14	0
cell01952	5	1	N_N_N_N_N	1	11	2
cell01953	4	1	N_N_N_N	3	5	1
cell01954	2	1	N_N	2	3	2
cell01955	4	1	N_N_N_N	1	5	3
cell01956	4	1	N_N_N_N	1	5	2
cell01957	1	1	N	1	1	1
cell01958	4	1	N_N_N_N	1	9	1
cell01959	5	1	N_N_N_N_N	3	14	3
cell01960	4	1	N_N_N_N	2	4	1
cell01961	4	1	N_N_N_N	1	6	2
cell01962	5	1	N_N_N_N_N	3	12	3
cell01963	5	1	N_N_N_N_N	2	16	2
cell01964	3	1	N_N_N	1	6	2
cell01965	4	1	N_N_N_N	1	11	1
cell01966	5	1	N_N_N_N_N	2	15	1
cell01967	3	1	N_N_N	3	3	0
cell01968	4	1	N_N_N_N	0	12	2
cell01969	4	1	N_N_N_N	3	9	0
cell01970	4	1	N_N_N_N	1	4	1
cell01971	4	1	N_N_N_N	0	10	1
cell01972	3	1	N_N_N	2	2	1
cell01973	3	1	N_N_N	3	6	1
cell01974	1	1	N	1	1	0
cell01975	5	1	N_N_N_N_N	0	10	1
cell01976	3	1	N_N_N	2	3	0
cell01977	1	1	N	1	1	0
cell01978	2	1	N_N	1	1	2
cell01979	3	1	N_N_N	3	3	3
cell01980	5	1	N_N_N_N_N	3	12	3
cell01981	4	1	N_N_N_N	1	7	2
cell01982	3	1	N_N_N	1	2	2
cell01983	5	1	N_N_N_N_N	2	8	2
cell01984	5	1	N_N_N_N_N	3	14	0
cell01985	3	1	N_N_N	3	3	1
cell01986	5	1	N_N_N_N_N	3	16	3
cell01987	3	1	N_N_N	0	2	3
cell01988	4	1	N_N_N_N	0	9	1
cell01989	4	1	N_N_N_N	2	6	1
cell01990	5	1	N_N_N_N_N	3	12	2
cell01991	5	1	N_N_N_N_N	2	15	2
cell01992	4	1	N_N_N_N	1	7	1
cell01993	5	1	N_N_N_N_N	3	14	0
cell01994	5	1	N_N_N_N_N	0	15	1
cell01995	4	1	N_N_N_N	3	4	2
cell01996	4	1	N_N_N_N	1	12	3
cell01997	1	1	N	1	1	0
cell01998	3	1	N_N_N	2	5	2
cell01999	3	1	N_N_N	1	6	0
